,0,1,2,01,02,12,00,11,22
0,0.32923874,0.3374848,0.33369818,-0.004586719,-0.003299633,0.0025425525,0.004556227,0.003697874,-0.00990631
1,0.3164879,0.36403847,0.3342492,-0.031258415,-0.0069450773,0.027449165,0.018485177,0.030791882,-0.01549644
2,0.29963037,0.39244628,0.35596487,-0.059786826,-0.022914924,0.054192346,0.031475656,0.048859604,0.005115222
3,0.3007022,0.42204162,0.37336728,-0.087728314,-0.013737361,0.08002946,0.035934925,0.03242882,0.020676073
4,0.30505705,0.45256907,0.36376905,-0.11199356,-0.008472934,0.10772654,0.016186073,0.0076324884,0.005172398
5,0.32279968,0.4811974,0.3617379,-0.1401734,0.009227863,0.13504459,-0.0067993538,-0.012947591,0.0044894125
6,0.34373432,0.5097171,0.35956874,-0.1685638,0.020156652,0.16359511,-0.035457544,-0.03188707,0.00810503
7,0.3711825,0.5369431,0.35831812,-0.19479972,0.035779066,0.19226779,-0.06740518,-0.049050607,0.016468696
8,0.3990597,0.56464684,0.36247844,-0.22275308,0.04479464,0.22173476,-0.09377727,-0.06020876,0.030976925
9,0.41360223,0.59524393,0.3751576,-0.251685,0.02881732,0.25341034,-0.10831281,-0.06530387,0.05151292
10,0.42739746,0.62737674,0.3859163,-0.27975422,0.009574836,0.28686503,-0.12710351,-0.07201124,0.070593745
11,0.45080802,0.65638316,0.4058438,-0.31236747,-8.277013e-05,0.3173449,-0.14085823,-0.070390746,0.09730969
12,0.47848618,0.68621725,0.4202879,-0.34167206,-0.0041365856,0.34907842,-0.16142899,-0.07421112,0.118944444
13,0.5048544,0.7169268,0.43512303,-0.36963063,-0.0155701665,0.38133615,-0.18339407,-0.080772296,0.14046048
14,0.5343458,0.7470335,0.4530914,-0.40165192,-0.026111396,0.41242424,-0.20240009,-0.08277704,0.16356437
15,0.5673699,0.7765574,0.4691029,-0.43282127,-0.03303208,0.44273153,-0.22544748,-0.08438181,0.1844976
16,0.59838355,0.80661947,0.48480022,-0.46212426,-0.045482103,0.4733683,-0.2505391,-0.08889095,0.20483485
17,0.62580013,0.83783925,0.50094324,-0.49160278,-0.06305496,0.5044806,-0.27502882,-0.09438364,0.22513297
18,0.6582801,0.8670208,0.5164553,-0.52015114,-0.071401626,0.53378284,-0.30267805,-0.0997152,0.24517322
19,0.69178504,0.89388144,0.536834,-0.55014527,-0.07907319,0.5604117,-0.326668,-0.10086368,0.26956362
20,0.72261924,0.92240554,0.5546276,-0.5792113,-0.0912915,0.5882435,-0.34950748,-0.104088716,0.29106227
21,0.7533417,0.95066935,0.572929,-0.6075146,-0.10414926,0.61566836,-0.37305954,-0.107497595,0.3129182
22,0.78541064,0.97788703,0.5913391,-0.63480294,-0.11499025,0.64209926,-0.39891824,-0.110848576,0.3349511
23,0.81537163,1.0060841,0.6089702,-0.66231996,-0.12890318,0.66928345,-0.42404088,-0.11517586,0.3558429
24,0.84617424,1.0330385,0.62760025,-0.69017935,-0.1403686,0.6952544,-0.44855446,-0.11799045,0.37749842
25,0.87790966,1.058918,0.6453384,-0.71556675,-0.15096053,0.7204925,-0.47481072,-0.12234941,0.39859065
26,0.90824825,1.0860641,0.660361,-0.7430348,-0.16236004,0.74666494,-0.49824485,-0.12454551,0.41596586
27,0.9388334,1.1112616,0.6773491,-0.76899296,-0.1747706,0.7710715,-0.5228417,-0.1254362,0.4350277
28,0.96695226,1.1377563,0.6901108,-0.7919492,-0.18992697,0.79681116,-0.5489433,-0.13008197,0.44999096
29,0.9962037,1.1636382,0.70348656,-0.8167144,-0.20203741,0.82193077,-0.57212216,-0.13298121,0.4654411
30,1.0264411,1.1869451,0.7226896,-0.844686,-0.2119535,0.8442029,-0.59070337,-0.12921996,0.48602167
31,1.0537901,1.2127521,0.7330965,-0.8660973,-0.22501613,0.86924994,-0.61493087,-0.13423844,0.49856672
32,1.0818877,1.236575,0.74710363,-0.8882423,-0.23684551,0.89223754,-0.6370701,-0.13649172,0.5144178
33,1.1117642,1.2598475,0.76153654,-0.91203725,-0.2451781,0.9145392,-0.6577687,-0.1370067,0.5303897
34,1.1407516,1.2837284,0.7745389,-0.9356785,-0.25408036,0.9373729,-0.67807454,-0.13817894,0.5448028
35,1.1701477,1.3069179,0.7884863,-0.9576421,-0.26262146,0.95955443,-0.700058,-0.14066225,0.5600498
36,1.1989082,1.3309411,0.8010809,-0.9793419,-0.27051935,0.98234236,-0.72312045,-0.14429036,0.57403594
37,1.2268525,1.3545989,0.81440246,-1.0006927,-0.27930304,1.0047177,-0.7462101,-0.14764425,0.5888523
38,1.255184,1.3780318,0.82794416,-1.0222849,-0.2872166,1.026925,-0.7687682,-0.15095493,0.6038043
39,1.2844838,1.4011004,0.8415651,-1.0451217,-0.29246977,1.0486814,-0.7903707,-0.1525822,0.61863565
40,1.3133752,1.4239182,0.8551144,-1.0669745,-0.29855153,1.07032,-0.8123548,-0.1547363,0.63338286
41,1.341055,1.4469095,0.86873984,-1.0883244,-0.30628598,1.0921828,-0.8343829,-0.15754879,0.6480795
42,1.3688233,1.4701735,0.88061076,-1.1089634,-0.3128922,1.114483,-0.85749984,-0.16149953,0.66106695
43,1.3966222,1.4926198,0.89340276,-1.1297811,-0.31987172,1.1361936,-0.8795083,-0.16443497,0.67487293
44,1.4246355,1.5146681,0.9068148,-1.1516408,-0.32608718,1.1576539,-0.90032923,-0.16607676,0.6889048
45,1.4529067,1.536636,0.91890967,-1.1727477,-0.33209172,1.17949,-0.92179674,-0.16877013,0.701658
46,1.481007,1.558275,0.93131673,-1.1934175,-0.33791655,1.200986,-0.9433979,-0.17148805,0.71467197
47,1.509313,1.579586,0.9438299,-1.2151177,-0.34355393,1.2223879,-0.9634103,-0.17289492,0.72760767
48,1.5370215,1.6008791,0.95579386,-1.2348348,-0.3501793,1.2437326,-0.9851621,-0.17566597,0.7401107
49,1.5630434,1.622263,0.9683833,-1.2545524,-0.35863954,1.2649972,-1.0058835,-0.17814636,0.7532431
50,1.5900021,1.6430223,0.98104495,-1.2746994,-0.3649093,1.2856269,-1.0262079,-0.17940396,0.7662426
51,1.6163841,1.664025,0.9933115,-1.2947006,-0.37171388,1.3064095,-1.0460658,-0.18087271,0.77892464
52,1.6428815,1.6849078,1.00498,-1.3148859,-0.37799618,1.3272082,-1.0658978,-0.18175419,0.79106003
53,1.6677437,1.7057267,1.0181566,-1.3346167,-0.38684046,1.3476295,-1.0850894,-0.18231131,0.80491114
54,1.6930561,1.7260414,1.0318024,-1.35509,-0.3934901,1.3673364,-1.1033113,-0.18154448,0.81911397
55,1.717977,1.7461442,1.0447975,-1.3741091,-0.4011961,1.3869512,-1.1225104,-0.18149835,0.832634
56,1.7417525,1.766937,1.0560727,-1.3927959,-0.41029438,1.4073046,-1.1415877,-0.18211022,0.84428376
57,1.7655208,1.7874336,1.067308,-1.410546,-0.4194954,1.4274235,-1.1613703,-0.18335901,0.85610974
58,1.789891,1.8075882,1.0794873,-1.429076,-0.42775336,1.4472603,-1.1798768,-0.18419184,0.8687636
59,1.814015,1.8275362,1.0926069,-1.4487733,-0.43531266,1.4665619,-1.1969043,-0.18338491,0.88231355
60,1.8380215,1.8474479,1.1051228,-1.4675716,-0.44329113,1.4859612,-1.2145365,-0.18362258,0.89542884
61,1.8613036,1.8675724,1.1175451,-1.4859922,-0.45208493,1.5055764,-1.2327783,-0.18434773,0.9081115
62,1.88531,1.8877459,1.1282582,-1.5036551,-0.45828247,1.5251955,-1.252855,-0.1855752,0.9190542
63,1.9096965,1.907158,1.1403556,-1.5229295,-0.46483636,1.5443412,-1.2697958,-0.18507378,0.9314193
64,1.9338323,1.9265918,1.1519607,-1.5410575,-0.471971,1.5635644,-1.287612,-0.1855662,0.9433237
65,1.9565278,1.9466026,1.1629777,-1.5579697,-0.4808928,1.5832865,-1.3060375,-0.18789715,0.95459384
66,1.9800806,1.9659106,1.1739018,-1.5757564,-0.48767072,1.6024284,-1.323294,-0.1888486,0.9654839
67,2.004824,1.9840659,1.1849073,-1.5928546,-0.49243453,1.6207442,-1.3419232,-0.1894419,0.9764402
68,2.0281453,2.002693,1.1967407,-1.6114396,-0.49860123,1.6392797,-1.3579078,-0.1889886,0.9879255
69,2.0538116,2.020207,1.2076552,-1.6296394,-0.50065464,1.6568989,-1.3753122,-0.18787861,0.998714
70,2.0753746,2.039418,1.2177979,-1.6456513,-0.50994235,1.6762269,-1.3927667,-0.19034214,1.0086659
71,2.0986128,2.0577161,1.2274065,-1.6610118,-0.5159367,1.6947381,-1.4119568,-0.1925454,1.0181682
72,2.120705,2.0764153,1.2373799,-1.6774145,-0.5235403,1.7136002,-1.428804,-0.19417053,1.0277857
73,2.1445167,2.093771,1.248335,-1.6949406,-0.5274648,1.7311826,-1.4449954,-0.19379406,1.038494
74,2.168324,2.111095,1.2587624,-1.7125598,-0.53080356,1.7487501,-1.4612559,-0.19311483,1.04857
75,2.190568,2.1292121,1.2681131,-1.7280086,-0.5364318,1.7671093,-1.4790626,-0.19529386,1.0574988
76,2.2129598,2.1471686,1.2777147,-1.7435275,-0.5419607,1.7853291,-1.4970855,-0.1970641,1.0667306
77,2.23559,2.1648607,1.2872574,-1.7588903,-0.5470992,1.8034327,-1.5145804,-0.19918793,1.0759696
78,2.2605748,2.181123,1.2983668,-1.7771698,-0.5473142,1.820027,-1.5303361,-0.19683108,1.0864044
79,2.2837808,2.198276,1.307939,-1.7918909,-0.55112857,1.8375819,-1.5482982,-0.19898541,1.0956935
80,2.3055358,2.2159946,1.3168436,-1.8060343,-0.5570503,1.855633,-1.5663145,-0.20176974,1.1042961
81,2.3275898,2.233414,1.3250679,-1.8197417,-0.5614946,1.8732568,-1.5850196,-0.204114,1.1119742
82,2.3498073,2.2497652,1.3346324,-1.8346546,-0.56553745,1.8898287,-1.6013037,-0.20405634,1.120969
83,2.3728628,2.2658818,1.3437482,-1.8500854,-0.56804997,1.9062982,-1.6169955,-0.20369841,1.1295161
84,2.3959315,2.2813587,1.3530874,-1.8646879,-0.57092494,1.922327,-1.632889,-0.2036924,1.1384898
85,2.4173443,2.2975771,1.3618388,-1.8795316,-0.5759113,1.9391717,-1.6475359,-0.20431666,1.1464323
86,2.4402237,2.3131013,1.3696831,-1.8930198,-0.57852364,1.9554654,-1.6643956,-0.20546179,1.1534225
87,2.4609394,2.329493,1.3781443,-1.9068954,-0.58398175,1.9722136,-1.6795987,-0.20644464,1.1610607
